-16.0706	0.1516	254.8354	349.9461	28.6025	65.2548	-121.1590	1.8598	11.2798	13.1123	3669.6474	440.4655	45.9252	0.3432	-38.5060
-16.2317	0.1597	269.6421	315.8728	29.2399	63.5371	-139.4079	1.8568	11.0165	12.7531	3231.3450	388.0693	39.6494	0.3804	-32.1537
-16.0492	0.1637	205.8924	457.9993	36.0585	90.7699	140.3666	1.9572	11.6259	9.7365	4292.8625	20.2911	77.7613	0.3999	609.3799
-15.3761	0.1564	208.1799	400.4285	29.8155	108.6938	136.0138	1.9892	12.0400	14.6182	6689.2120	825.4128	99.0208	0.4130	-50.6029
-16.2150	0.1638	200.7626	457.5098	30.8579	90.5731	107.0373	1.9142	11.3747	13.2719	4476.1135	569.6717	61.8284	0.4133	242.9107
-16.0290	0.1573	219.9426	495.2767	30.9380	96.4665	150.7737	2.0341	12.1800	13.8757	5576.2030	796.0824	114.4122	0.4179	284.2746
-16.2039	0.1635	194.1202	300.9699	31.5868	116.7164	154.5314	1.9687	12.1767	14.5814	6425.9147	743.3514	87.0336	0.4196	-64.4595
-15.7358	0.1594	227.3309	399.2743	34.1856	99.0763	134.7526	2.0612	11.9085	10.9952	5203.8636	370.2550	106.2135	0.4206	391.0358
-16.2638	0.1561	214.7337	390.2644	37.5678	94.6907	104.5069	2.0341	11.8822	13.8038	4960.1291	670.4552	96.9346	0.4209	480.8854
-16.0283	0.1632	233.4242	417.7902	35.5143	115.4319	137.5379	2.0276	12.0487	14.2202	5768.8937	755.3650	102.9584	0.4213	157.2305
-15.9303	0.1612	230.0894	492.6826	35.2748	86.3740	148.7009	2.0820	11.8914	9.7745	4603.5215	559.2157	96.9967	0.4218	744.6235
-16.3645	0.1642	230.9167	367.2088	38.5467	111.6439	138.4464	2.0249	12.1227	13.9699	5238.8289	687.1575	98.1998	0.4235	336.4626
-16.3070	0.1567	216.5189	252.8236	39.3804	108.6544	168.7230	2.0854	12.2940	12.2515	5565.6830	615.1297	150.6775	0.4254	225.4058
-15.9174	0.1582	197.6372	336.5718	29.4998	108.6700	133.7968	1.9983	12.0623	14.6519	6606.3979	791.0539	95.5061	0.4294	-69.8291
