-15.8689	0.1611	224.7651	238.4824	35.3659	50.6193	-110.1518	2.1004	10.2722	12.1612	2488.6715	333.8504	49.0337	0.9998	423.7202
-16.1900	0.1613	234.2391	114.2765	36.5871	52.8665	-76.1168	2.1769	10.6051	12.3266	2791.1309	395.8141	64.0643	0.9998	180.5748
-15.7564	0.1656	232.0309	190.5430	34.3259	44.7315	-67.6100	2.1513	10.4025	11.9278	2479.1626	351.7705	56.3647	0.9995	385.6867
-16.0897	0.1635	259.2558	172.7730	32.5705	57.5269	-84.8941	2.2118	10.8058	12.6223	3119.9209	441.2771	73.6572	0.9991	236.2859
-16.5004	0.1560	259.6723	253.9081	32.0063	48.0632	-90.6544	2.2528	10.9196	12.5597	3098.3256	467.4262	82.1830	0.9990	428.4234
-16.1754	0.1613	197.3784	250.4870	31.0592	16.4972	-149.8504	1.8817	9.1400	10.2898	1156.6221	139.3576	13.0170	0.9989	551.3185
-16.2529	0.1620	259.6861	40.0631	31.7910	77.0500	-59.0340	2.2813	11.1425	13.0023	4025.0132	571.7447	99.0084	0.9984	141.0376
-16.4493	0.1608	237.8506	67.6627	24.7261	59.5545	-79.7783	2.2210	10.8429	12.6911	3425.1864	483.8793	79.7108	0.9980	175.1365
-16.1266	0.1604	214.8344	144.0054	32.9233	50.8507	-51.6774	2.1568	10.5097	12.2943	2779.4424	390.1770	61.5642	0.9977	225.6933
-16.0639	0.1600	263.8834	279.2742	37.8501	62.1846	-135.5013	2.1860	10.7315	12.7698	3054.9166	423.3772	68.5844	0.9974	497.3885
-15.8346	0.1545	234.3716	114.3756	32.1790	29.5729	-112.5469	2.1333	10.2487	11.6847	2330.8514	332.5650	52.5780	0.9972	210.7491
-15.7587	0.1658	240.1487	71.2015	31.4431	21.8675	-108.0844	2.0482	9.8516	11.2439	1806.8468	251.2486	35.8102	0.9968	71.8336
-16.4068	0.1603	238.5848	230.7597	35.1603	46.8126	-72.7045	2.1941	10.6038	12.2221	2754.1099	401.1506	67.2147	0.9967	457.1377
-15.8030	0.1671	220.4005	208.5748	37.6594	41.0047	-139.5298	2.0088	9.8057	11.4543	1840.7209	239.1206	30.8411	0.9965	483.2715
-15.8786	0.1614	247.3743	138.0377	32.6098	45.8115	-14.6525	2.2544	10.8149	12.1574	3057.9007	461.9530	82.3180	0.9962	176.0637
-16.4095	0.1630	252.1053	186.6579	32.9557	70.5933	-42.4768	2.2298	10.9500	13.1103	3671.8117	514.5443	85.7359	0.9960	186.3997
-15.6052	0.1588	216.3349	122.1592	36.1382	58.0759	-78.0033	2.1503	10.5686	12.5722	2896.7467	395.0952	61.0370	0.9955	213.2307
-15.9528	0.1630	232.8390	91.9793	30.7812	46.1490	18.0519	2.2350	10.7941	12.4237	3062.6343	457.8300	80.1350	0.9952	37.7031
-15.9115	0.1609	229.2039	444.3197	33.3356	47.0531	-129.2387	2.0077	9.8283	11.5339	1966.0538	251.1987	31.6784	0.9950	588.7831
-16.3523	0.1605	268.5427	220.9040	30.5758	57.3519	-79.8454	2.2486	10.9819	12.8003	3364.8029	491.5109	84.8751	0.9950	262.4712
-15.9468	0.1528	222.9802	167.2574	32.3132	35.8837	-115.6973	2.1276	10.3192	11.9544	2442.6373	340.5034	52.7457	0.9950	326.4122
-15.7997	0.1544	199.0742	156.6413	31.6527	43.2441	-87.8557	2.0998	10.2601	12.0925	2492.5922	334.8600	49.1484	0.9950	274.0694
-15.8045	0.1555	255.8455	179.3295	30.9800	76.1803	-77.0062	2.2649	11.2488	13.8823	4406.6974	606.0763	100.9666	0.9941	115.2868
-15.8105	0.1615	191.5187	342.7074	25.8461	18.5172	-119.8646	1.8926	9.1512	10.2783	1192.6897	145.3727	14.1852	0.9941	544.0170
-16.3397	0.1694	237.7037	289.5610	33.8729	44.9260	-138.7060	2.0177	9.8581	11.5819	1976.6375	256.0814	33.3596	0.9937	479.9843
-15.4563	0.1515	216.2849	223.5292	32.0457	38.1660	-72.3800	2.1964	10.5986	12.1792	2749.3210	402.0827	67.6981	0.9937	452.6935
-15.7668	0.1515	266.3164	217.9729	31.8530	55.6933	-52.4257	2.3434	11.3506	13.1325	3937.5953	608.2472	113.9295	0.9936	383.1022
-16.3122	0.1586	223.2520	148.8000	38.4013	64.0065	-92.0241	2.1539	10.6239	12.7802	3048.5984	409.8000	63.1410	0.9934	248.9210
-15.8088	0.1658	220.0273	261.4619	30.8459	42.4173	-105.0391	2.0422	9.9589	11.6400	2097.2908	275.3139	37.4124	0.9934	405.3261
-15.7497	0.1558	231.0878	258.8435	33.7499	32.0591	-95.0815	2.1982	10.5043	11.8395	2438.6345	361.4494	62.1995	0.9929	650.0691
-15.4771	0.1571	247.4421	180.4559	30.5369	55.1075	-63.1811	2.2461	10.9797	12.8059	3380.3274	492.6671	84.8572	0.9928	241.7481
-16.1181	0.1558	230.9908	136.8983	29.4519	32.4814	3.7247	2.2719	10.6699	11.8527	147.4048	147.4048	86.4856	0.9925	186.4280
-16.0677	0.1621	254.9172	309.9083	33.8382	42.9474	-123.4059	2.1779	10.4311	11.9397	2401.7101	346.9652	57.7502	0.9920	668.9097
-16.3640	0.1559	244.3703	220.5919	29.9107	47.2105	-86.6421	2.2112	10.7826	12.4929	3069.0072	438.8682	73.7379	0.9920	303.4372
-16.0724	0.1536	236.7436	193.0400	32.6494	45.2850	-109.6032	2.1815	10.6456	12.4140	2858.1843	405.3290	66.0548	0.9917	327.3756
-15.9152	0.1626	236.0534	199.0142	34.7395	30.9100	-162.3734	2.0090	9.7673	11.2914	1788.5936	236.6933	30.9349	0.9915	469.1749
-16.3098	0.1569	231.9155	210.5169	29.3374	49.6645	-73.9426	2.1862	10.6826	12.5087	3051.4731	428.1236	69.5823	0.9915	260.7138
-16.2411	0.1635	241.5263	159.3175	32.6128	72.1252	-74.3086	2.1850	10.8416	13.1808	3499.0640	471.6458	73.7857	0.9913	161.8032
-16.4514	0.1575	220.8136	266.7959	30.4261	40.6980	-85.4357	2.1292	10.3358	11.9788	2512.7277	349.4991	54.0976	0.9911	411.8899
-15.6986	0.1602	226.2033	105.0180	34.5572	52.2456	-15.2037	2.2149	10.7392	12.3457	3071.8482	445.5056	75.5609	0.9910	120.3833
-15.9087	0.1591	209.9487	288.5184	31.2301	27.4572	-158.2934	1.9072	9.3312	10.8244	1448.6112	174.1759	17.2965	0.9910	534.5134
-16.2448	0.1631	237.5799	174.0899	38.5074	77.7517	-60.9589	2.1840	10.8318	13.1777	3473.3397	471.1440	73.9805	0.9907	223.1849
-15.9350	0.1653	261.0565	261.1816	33.7165	54.4341	-123.7157	2.1456	10.5150	12.3327	2661.1355	371.9328	58.0334	0.9905	413.2060
-16.0630	0.1576	212.3637	15.2622	34.0324	77.3724	-47.3968	2.2106	10.8451	12.8135	3768.5855	512.9947	82.2767	0.9902	92.6030
-16.2591	0.1568	195.9106	293.6074	32.7656	25.7516	-152.9705	1.8943	9.2845	10.7033	1360.6874	161.7041	15.3824	0.9901	575.1592
-15.9007	0.1563	238.9472	250.4251	33.3058	41.1036	-147.2817	2.0949	10.2359	11.9993	2362.7768	321.8023	47.4855	0.9896	461.9201
-15.5983	0.1631	257.9596	306.2994	30.0941	43.0721	-144.4724	2.0247	9.9209	11.5381	2049.6972	268.7500	35.3264	0.9889	448.6411
-15.9191	0.1649	251.9886	279.2138	37.0167	55.9859	-112.3999	2.1568	10.5243	12.3458	2642.8849	374.3166	59.5872	0.9887	561.6684
