-16.0000	0.1603	230.0006	299.9999	37.6838	82.6836	92.4610	2.1102	11.7035	13.3057	4237.3567	617.7569	100.8015	0.4700	531.8624
-15.9999	0.1598	229.9998	299.9997	34.7131	93.9064	99.3747	2.1061	11.8925	13.8104	5006.4893	688.9738	107.3561	0.4757	276.2796
-16.0001	0.1604	229.9992	299.9990	35.3709	97.8187	94.3493	2.0945	11.9287	13.9138	5082.7211	684.6785	104.4007	0.4774	241.9985
-16.0000	0.1598	230.0013	300.0015	36.3515	92.7971	88.2492	2.1016	11.8727	13.7309	4784.7250	660.3150	103.2706	0.4787	337.8591
-15.9998	0.1599	230.0004	300.0004	36.5467	86.2772	87.6960	2.1079	11.8034	13.4831	4468.3328	636.3053	102.1144	0.4800	431.2362
-15.9999	0.1601	229.9996	299.9998	37.0988	81.0597	84.7064	2.1105	11.7472	13.2809	4192.1916	612.4679	100.1002	0.4818	517.4371
-16.0000	0.1599	229.9986	300.0003	37.2160	98.7374	79.1375	2.0899	11.9447	13.9359	4973.3207	664.6601	101.1474	0.4823	278.2779
-16.0000	0.1599	230.0002	300.0013	35.6006	74.4815	92.4657	2.1241	11.7047	13.0904	4083.7342	612.7871	103.0876	0.4833	558.0508
-16.0000	0.1606	229.9997	300.0013	33.2190	91.5115	95.6892	2.1107	11.7332	13.7288	4934.1246	680.3972	105.7254	0.4840	242.1861
-16.0001	0.1602	230.0007	300.0004	33.2266	99.8134	92.8706	2.1029	11.8388	14.0902	5412.7662	716.5661	107.2758	0.4862	127.7564
-16.0000	0.1598	230.0006	299.9981	34.4524	83.9392	85.4087	2.1205	11.6666	13.4603	4509.5487	643.1187	103.5151	0.4881	375.0927
-16.0000	0.1599	229.9993	300.0002	35.2978	87.7025	86.6710	2.1058	11.8683	13.5692	4613.5128	648.9326	103.0769	0.4882	360.8572
-15.9999	0.1604	230.0023	299.9996	32.9438	87.8797	99.0412	2.1087	11.8956	13.6011	4804.5517	674.9559	106.8614	0.4889	285.0468
-16.0000	0.1590	229.9994	300.0012	34.9367	75.6288	88.0463	2.1285	11.7631	13.1912	4220.2185	626.7809	105.2966	0.4902	509.5552
-16.0000	0.1600	229.9994	300.0008	36.2170	88.7576	79.7175	2.1006	11.8773	13.5892	4565.3516	638.8472	100.8617	0.4904	371.8959
-16.0000	0.1595	229.9991	299.9994	35.1721	76.5426	87.2468	2.1224	11.7635	13.1931	4192.9380	620.9329	103.5247	0.4906	505.1826
-16.0000	0.1610	230.0000	300.0004	33.5254	91.7507	89.2196	2.1053	11.7554	13.7162	4865.1928	667.1736	102.9119	0.4909	240.3708
-16.0000	0.1600	229.9995	300.0009	33.1368	87.8566	90.1015	2.1174	11.7318	13.6271	4788.3603	669.0748	105.6539	0.4911	278.3713
-16.0000	0.1591	229.9998	300.0012	34.2576	86.9786	88.1775	2.1144	11.8985	13.6143	4735.7482	666.6822	106.6205	0.4916	331.8686
-16.0002	0.1595	230.0005	299.9994	33.8432	91.3199	89.8978	2.1067	11.9484	13.7677	4945.2612	681.9122	106.6588	0.4917	260.3630
-15.9999	0.1607	230.0005	300.0007	33.9911	96.3126	85.0480	2.1004	11.8089	13.9041	5080.6903	680.3060	102.9301	0.4921	191.5868
